epoch,vae_loss,disc_loss,time_consumed
150,6605.1303710938,0.6096191406,33.69
151,6653.5756835938,0.3772335947,33.48
152,6643.8911132812,0.3398353159,33.57
153,6687.3295898438,0.2756565511,33.52
154,6672.7031250000,0.2475805432,33.67
155,6687.4697265625,0.2627274096,33.44
156,6706.2622070312,0.3190584481,33.25
157,6720.7294921875,0.3506752849,33.47
158,6735.6894531250,0.2694361806,33.49
159,6719.1982421875,0.2570782602,33.45
160,6734.6240234375,0.3270501792,33.47
161,6728.8413085938,0.2059027851,33.36
162,6761.2675781250,0.2865820229,33.20
163,6750.0356445312,0.3102109134,33.35
164,6759.6699218750,0.2499022037,33.41
165,6782.0092773438,0.2820581794,33.29
166,6788.0463867188,0.2757676542,33.48
167,6796.6699218750,0.3114419878,33.48
168,6747.5981445312,0.1587944925,33.55
169,6799.4584960938,0.3265716434,33.37
170,6814.2568359375,0.3261242807,33.49
171,6803.3706054688,0.3077632189,33.52
172,6813.1816406250,0.2056037784,33.48
173,6814.3862304688,0.3306363821,33.43
174,6811.2368164062,0.2152482867,33.70
175,6809.3110351562,0.2760930657,33.38
176,6797.5463867188,0.2267053127,33.33
177,6811.9995117188,0.2660616934,33.35
178,6801.2509765625,0.1918835193,33.22
179,6802.0117187500,0.1795080602,33.32
180,6816.4042968750,0.2225172818,33.20
181,6798.6137695312,0.2314210385,33.28
182,6752.8486328125,0.1011887118,33.26
183,6814.0581054688,0.2348123938,33.16
184,6801.6171875000,0.2280309498,33.53
185,6809.5043945312,0.2080839872,33.46
186,6765.1196289062,0.1443529129,33.45
187,6732.3173828125,0.1264992505,33.46
188,6717.8422851562,0.0607606322,33.52
189,6735.2309570312,0.1622302383,33.53
190,6759.5908203125,0.1682851762,33.64
191,6784.1176757812,0.1356474459,33.42
192,6825.8286132812,0.2596694529,33.32
193,6811.6621093750,0.2407142371,33.36
194,6750.1582031250,0.1025736630,33.23
195,6782.6591796875,0.1071685478,33.36
196,6742.8139648438,0.1811880767,33.43
197,6793.3876953125,0.2440130115,33.10
198,6746.6489257812,0.0779153034,33.36
199,6772.9062500000,0.1881603897,33.11
