epoch,vae_loss,disc_loss,time_consumed
70,5560.5898437500,0.4352850914,33.87
71,5513.9877929688,0.2457222790,33.64
72,5515.3872070312,0.1795320362,34.16
73,5531.7597656250,0.2107144892,33.68
74,5546.5673828125,0.4197760522,33.85
75,5549.0112304688,0.3729566634,33.85
76,5544.6992187500,0.2890195549,33.95
77,5557.0629882812,0.3975558281,33.74
78,5553.1455078125,0.3406207263,33.71
79,5568.5820312500,0.4321096539,33.83
80,5537.0522460938,0.1757615209,34.01
81,5525.9843750000,0.2053945214,33.74
82,5537.4453125000,0.2239430398,33.92
83,5544.3862304688,0.3133814335,33.80
84,5527.8974609375,0.2460236996,33.86
85,5561.2246093750,0.3881342709,34.26
86,5498.8686523438,0.2029222548,34.13
87,5537.0312500000,0.2582776248,33.95
88,5567.9130859375,0.3510767221,33.95
89,5534.2822265625,0.2852880359,34.26
90,5534.8334960938,0.2495189011,33.88
91,5539.8286132812,0.2916647494,33.97
92,5540.0693359375,0.2784023285,33.90
93,5549.2968750000,0.2639204860,34.04
94,5541.2084960938,0.2154456824,33.91
95,5569.3183593750,0.4280503392,33.93
96,5548.2846679688,0.2547389269,33.73
97,5558.2416992188,0.3338571191,33.98
98,5564.9467773438,0.3246780038,33.98
99,5562.0859375000,0.3841588795,34.08
100,5540.6684570312,0.2034450322,33.78
101,5567.4389648438,0.3667646050,33.90
102,5556.1630859375,0.2698662281,34.11
103,5543.6137695312,0.2466145307,33.89
104,5556.4897460938,0.2984945774,33.75
105,5549.0302734375,0.2924689353,33.76
106,5550.2436523438,0.2426652163,33.67
107,5528.8510742188,0.1885696948,33.90
108,5563.7470703125,0.3477829099,33.76
109,5547.0361328125,0.2642384171,33.94
110,5559.2851562500,0.2966544628,33.88
111,5570.8583984375,0.2864249349,33.73
112,5557.9370117188,0.2792177200,33.81
113,5586.7075195312,0.4151976407,33.77
114,5554.7812500000,0.2035346478,34.00
115,5571.6333007812,0.2936240435,34.06
116,5583.1860351562,0.3299998045,33.99
117,5568.9707031250,0.2766465843,34.19
118,5580.2631835938,0.3212788999,33.78
119,5554.6396484375,0.3049622178,33.78
120,5559.5410156250,0.2399870455,33.81
121,5578.6479492188,0.2947905958,33.79
122,5578.0170898438,0.2326360941,33.90
123,5590.4980468750,0.2981355488,34.20
124,5563.0219726562,0.1959012896,33.80
125,5580.8125000000,0.3140000999,33.94
126,5586.3227539062,0.2889135182,34.05
127,5568.5097656250,0.2514402568,33.62
128,5582.0322265625,0.2349953800,33.77
129,5567.9252929688,0.2391885519,34.00
130,5593.5673828125,0.3031813204,33.93
131,5606.2563476562,0.2648940682,33.98
132,5562.5009765625,0.2224403322,33.78
133,5558.3793945312,0.1805207729,33.84
134,5573.7070312500,0.2133779824,33.90
135,5581.2363281250,0.2194793820,34.05
136,5583.7695312500,0.2278324813,33.90
137,5583.7070312500,0.2635793388,33.81
138,5607.2333984375,0.2352233380,33.85
139,5595.7036132812,0.2516480684,33.81
140,5600.6655273438,0.2689545751,33.72
141,5582.1181640625,0.2350531667,34.03
142,5562.4638671875,0.1294382662,33.75
143,5597.7026367188,0.1996588558,33.90
144,5598.1889648438,0.2200412005,33.93
145,5558.2900390625,0.2033703327,33.77
146,5475.2089843750,0.0142451050,33.62
147,5576.9414062500,0.1359630674,33.94
148,5587.0581054688,0.2224672586,34.20
149,5583.7832031250,0.1530327052,33.84
150,5599.0620117188,0.2137500942,33.91
151,5577.8071289062,0.1500535160,34.03
152,5563.8647460938,0.1614092290,34.16
153,5580.2441406250,0.1775652170,33.97
154,5578.5122070312,0.1589762717,33.89
155,5581.3974609375,0.1588756144,33.99
156,5572.3256835938,0.1279249638,34.17
157,5589.7153320312,0.1982257366,34.09
158,5574.3588867188,0.1835625470,33.97
159,5582.2436523438,0.1746318936,34.12
160,5593.1723632812,0.1888460815,34.14
161,5608.4262695312,0.1500034630,34.15
162,5607.5722656250,0.2120306343,34.34
163,5595.9536132812,0.1954893321,34.26
164,5599.9843750000,0.1649735421,34.04
165,5601.5991210938,0.1443279237,33.96
166,5598.0371093750,0.1104172319,34.13
167,5612.5405273438,0.1940043718,34.43
168,5583.8251953125,0.1579690427,34.14
169,5583.2226562500,0.1737930626,33.78
170,5606.0229492188,0.1636494100,33.81
171,5601.3447265625,0.1120828837,34.04
172,5591.3720703125,0.1569894850,33.76
173,5583.8349609375,0.1031440049,33.89
174,5582.6928710938,0.1843179166,33.88
175,5586.2714843750,0.1119617298,33.72
176,5598.6269531250,0.1533510834,33.93
177,5580.4638671875,0.1401515305,33.83
178,5587.3237304688,0.1156998128,33.77
179,5579.6152343750,0.1359973103,33.81
180,5505.4667968750,0.0273724347,33.91
181,5531.3442382812,0.0523626804,33.60
182,5549.3129882812,0.0456723236,33.92
183,5522.2739257812,0.2697744370,33.81
184,5604.1201171875,0.1984335929,33.94
185,5610.7460937500,0.1813679487,33.95
186,5605.0112304688,0.1235842109,33.84
187,5610.1953125000,0.1487565488,33.61
188,5552.8442382812,0.0558740087,33.87
189,5575.9916992188,0.1039831042,34.04
190,5590.3793945312,0.0901130438,33.62
191,5582.4897460938,0.1417111754,33.92
192,5568.8603515625,0.1451613307,33.94
193,5592.1025390625,0.1077530533,34.00
194,5599.0952148438,0.1629676372,34.19
195,5599.6635742188,0.1454993337,33.99
196,5601.9868164062,0.1062725484,34.02
197,5620.0927734375,0.1317066699,33.88
198,5619.2714843750,0.1358645260,33.95
199,5630.5703125000,0.0977293551,33.89
