epoch,vae_loss,disc_loss,time_consumed
149,6788.4804687500,0.2401411831,33.57
150,6834.2758789062,0.3430598974,33.57
151,6811.7680664062,0.3230952621,33.81
152,6711.6025390625,0.0065126745,33.56
153,6765.8110351562,0.1354237944,33.51
154,6817.8500976562,0.2623046339,33.54
155,6790.5610351562,0.1905351728,33.59
156,6817.3090820312,0.3360244334,33.57
157,6790.3349609375,0.3675283790,33.76
158,6748.3037109375,0.1067350134,33.62
159,6729.7211914062,0.1893157810,33.59
160,6770.5517578125,0.1007779762,33.51
161,6767.9755859375,0.1693414748,33.59
162,6827.5312500000,0.3822823465,33.69
163,6808.1235351562,0.2556327581,33.81
164,6818.6611328125,0.2194735259,33.58
165,6804.0942382812,0.2209808379,33.48
166,6794.3789062500,0.2060647160,33.51
167,6779.5229492188,0.1755542755,33.53
168,6834.0122070312,0.4353348315,33.68
169,6793.2509765625,0.1807741374,33.63
170,6815.8398437500,0.1991300732,33.43
171,6792.6962890625,0.2641289830,33.58
172,6762.5131835938,0.1738529354,33.43
173,6803.3247070312,0.1966389120,33.67
174,6817.2197265625,0.2277787924,33.52
175,6787.9565429688,0.2357089967,33.52
176,6821.4433593750,0.2264251113,33.64
177,6833.4506835938,0.2750739455,33.60
178,6829.1660156250,0.3072667718,33.59
179,6835.3974609375,0.3084940612,33.55
180,6858.5166015625,0.3837123811,33.49
181,6762.3056640625,0.1410479695,33.46
182,6805.4208984375,0.2410415113,33.59
183,6823.8110351562,0.2791073024,33.52
184,6804.3334960938,0.1711766869,33.31
185,6835.8242187500,0.2715595365,33.30
186,6833.2524414062,0.2748492062,33.28
187,6840.3583984375,0.3362534940,33.54
188,6843.1132812500,0.3237224817,33.64
189,6857.3720703125,0.4095204175,33.63
190,6846.9931640625,0.2578448355,33.50
191,6871.6103515625,0.3942684531,33.54
192,6841.3984375000,0.2255382389,33.64
193,6837.2231445312,0.2290278226,33.69
194,6811.0351562500,0.0830219910,33.68
195,6836.7709960938,0.2602876723,33.41
196,6841.0498046875,0.1791495383,33.65
197,6833.0371093750,0.2083852440,33.65
198,6817.3554687500,0.1296664774,33.56
199,6859.5004882812,0.3273020685,33.52
