epoch,vae_loss,disc_loss,time_consumed
100,6572.2309570312,1.0098763704,33.53
101,6600.6889648438,0.6039382219,33.35
102,6672.1591796875,0.3074519634,33.23
103,6640.0107421875,0.2650324702,33.37
104,6674.7573242188,0.5323897600,33.77
105,6685.5722656250,0.2424683720,33.52
106,6713.9116210938,0.2550667226,33.56
107,6739.6362304688,0.2561014891,33.59
108,6734.7045898438,0.2827541828,33.54
109,6739.1665039062,0.3216084838,33.62
110,6690.2827148438,0.0582471900,33.46
111,6737.5771484375,0.2411226034,33.56
112,6683.7666015625,0.0513294153,33.44
113,6712.3710937500,0.1395744383,33.38
114,6723.1523437500,0.1911110431,33.42
115,6658.0498046875,0.0003802188,33.24
116,6682.9824218750,0.0209799614,33.23
117,6673.5102539062,0.0648558214,33.37
118,6666.1215820312,0.0003970832,33.27
119,6684.2314453125,0.0816046298,33.41
120,6711.8393554688,0.2733206451,33.50
121,6669.0800781250,0.0320876241,33.50
122,6668.6962890625,0.0238233861,33.37
123,6668.8056640625,0.0975308269,33.61
124,6721.5585937500,0.2412901968,33.55
125,6679.2958984375,0.1105087996,33.55
126,6695.8266601562,0.1463787705,33.48
127,6712.8295898438,0.1532069445,33.43
128,6725.0537109375,0.2817503512,33.37
129,6710.0971679688,0.0593424775,33.36
130,6696.2001953125,0.1035751924,34.24
131,6690.9331054688,0.1220154688,34.99
132,6676.8881835938,0.0947089344,33.43
133,6679.0991210938,0.0025012526,34.55
134,6718.9135742188,0.1172093526,34.83
135,6725.8002929688,0.1337569654,34.15
136,6747.9946289062,0.1553951204,35.09
137,6780.1210937500,0.2851800919,34.23
138,6773.1567382812,0.2686108947,33.55
139,6786.7602539062,0.2365584821,33.44
140,6737.6166992188,0.1047813222,33.43
141,6736.2866210938,0.1114938557,35.05
142,6734.8383789062,0.1512107998,34.85
143,6766.5039062500,0.1945119500,34.16
144,6779.1499023438,0.2229804844,35.03
145,6771.4277343750,0.2208008021,33.94
146,6767.9995117188,0.2268617749,33.44
147,6802.1562500000,0.2661883831,33.36
148,6766.5742187500,0.2147888243,33.41
149,6790.3525390625,0.2502465844,33.54
150,6771.6386718750,0.1697474420,33.54
151,6788.1582031250,0.2078737915,33.48
152,6778.7075195312,0.1693098247,33.52
153,6741.4111328125,0.1442932338,33.40
154,6778.6840820312,0.1798435897,33.49
155,6793.9072265625,0.1683511287,33.49
156,6795.7832031250,0.3499542177,33.57
157,6763.4145507812,0.1401581317,33.60
158,6787.6411132812,0.1721108109,33.18
159,6799.7924804688,0.2394488901,33.23
160,6785.4804687500,0.1303279102,33.08
161,6796.1425781250,0.2702571154,33.36
162,6778.3066406250,0.2542375922,33.55
163,6778.5532226562,0.1534148604,33.67
164,6787.1411132812,0.2200999856,33.52
165,6762.6752929688,0.1542812735,33.40
166,6819.1640625000,0.2284871638,33.43
167,6782.1157226562,0.1782643199,33.58
168,6814.5576171875,0.3031762540,33.56
169,6811.1582031250,0.2465451509,33.51
170,6828.0712890625,0.3166449070,33.54
171,6737.4516601562,0.1512355506,33.48
172,6689.6684570312,0.0011137255,33.25
173,6795.8876953125,0.1760405153,33.22
174,6789.1323242188,0.1824311465,33.52
175,6813.5815429688,0.2926466465,33.36
176,6778.0195312500,0.1368166953,33.34
177,6799.2812500000,0.2307862043,33.24
178,6789.1840820312,0.1803880036,33.39
179,6734.1992187500,0.1786864698,33.29
180,6765.2119140625,0.1437111646,33.22
181,6800.4990234375,0.1773439199,33.13
182,6784.2622070312,0.0918177143,33.07
183,6796.6455078125,0.1239145622,33.41
184,6805.1816406250,0.2234017253,33.80
185,6800.3305664062,0.1446812600,33.39
186,6799.5058593750,0.2079948485,33.49
187,6799.4916992188,0.3844271302,33.41
188,6823.6835937500,0.2630229592,33.45
189,6856.1035156250,0.2965834439,33.35
190,6805.0087890625,0.1596146226,33.41
191,6827.6591796875,0.2163850069,33.55
192,6841.9077148438,0.3304932714,33.61
193,6799.6562500000,0.1218407676,33.54
194,6839.0444335938,0.2283515483,33.53
195,6876.3891601562,0.4109185636,33.65
196,6838.9277343750,0.3173148334,33.57
197,6821.9340820312,0.2274711281,33.58
198,6801.2363281250,0.1724986583,33.40
199,6796.5947265625,0.1122059524,33.50
