epoch,vae_loss,disc_loss,time_consumed
118,6541.0131835938,0.0000000414,33.33
119,6540.3881835938,0.0000000327,33.53
120,6541.8022460938,0.0000000418,33.67
121,6540.9829101562,0.0000000252,33.57
122,6541.1064453125,0.0000000263,33.86
123,6543.0786132812,0.0000000911,33.46
124,6540.6269531250,0.0000000395,34.17
125,6540.5527343750,0.0000000261,33.82
126,6539.5468750000,0.0000000145,33.83
127,6538.9252929688,0.0000000193,33.65
128,6539.2988281250,0.0000000158,33.39
129,6539.5122070312,0.0000000139,33.80
130,6541.2119140625,0.0000000159,33.65
131,6539.8242187500,0.0000000080,33.79
132,6540.3256835938,0.0000000076,33.44
133,6539.7402343750,0.0000000102,33.54
134,6538.4003906250,0.0000000086,33.65
135,6538.6113281250,0.0000000160,33.64
136,6538.4462890625,0.0000000071,33.73
137,6537.8974609375,0.0000000137,33.99
138,6540.1201171875,0.0000000606,33.91
139,6537.7236328125,0.0000000064,33.45
140,6537.7924804688,0.0000000033,33.41
141,6537.5517578125,0.0000000037,33.60
142,6537.4907226562,0.0000000202,33.63
143,6537.4711914062,0.0000000094,33.65
144,6537.4516601562,0.0000000022,33.52
145,6537.8017578125,0.0000000031,33.59
146,6537.0312500000,0.0000000076,33.64
147,6537.6372070312,0.0000000024,33.80
148,6539.0029296875,0.0000000513,33.88
149,6536.6528320312,0.0000000380,33.38
150,6536.4072265625,0.0000000009,33.62
151,6537.0102539062,0.0000000022,33.56
152,6534.7119140625,0.0000000007,33.82
153,6535.7734375000,0.0000000007,33.51
154,6536.9169921875,0.0000000005,33.42
155,6535.8955078125,0.0000000006,33.65
156,6534.1386718750,0.0000000005,33.45
157,6536.3862304688,0.0000000005,34.08
158,6535.1103515625,0.0000000012,33.96
159,6536.2426757812,0.0000000019,33.51
160,6536.1210937500,0.0000000026,33.72
161,6538.3637695312,0.0000000055,33.46
162,6540.8598632812,0.0000000177,33.50
163,6543.9794921875,0.0000000133,34.04
164,6535.9794921875,0.3510010242,33.86
165,6532.2856445312,0.0287783574,33.57
166,6525.4394531250,0.0001448981,33.83
167,6529.5610351562,0.0000288431,33.50
168,6532.2187500000,0.0000273500,33.70
169,6537.5209960938,0.0000387082,33.51
170,6555.4873046875,0.1050851569,33.60
171,6551.1044921875,0.0000518793,33.56
172,6550.8535156250,0.0002098699,33.71
173,6549.3925781250,0.0000049188,33.93
174,6548.0917968750,0.0000030567,33.79
175,6545.5283203125,0.0000017871,33.66
176,6546.0234375000,0.0000015320,34.06
177,6546.3349609375,0.0000004118,34.03
178,6543.6152343750,0.0000048807,33.55
179,6546.1826171875,0.0000011876,33.76
180,6544.1064453125,0.0000006968,33.50
181,6544.7314453125,0.0000004765,33.74
182,6542.7285156250,0.0000007020,33.43
183,6543.6406250000,0.0000003524,33.74
184,6542.2714843750,0.0000002786,33.58
185,6542.0654296875,0.0000002889,33.58
186,6542.2221679688,0.0000002306,33.93
187,6540.6132812500,0.0000001714,33.61
188,6540.9799804688,0.0000001482,33.57
189,6540.0566406250,0.0000001384,33.62
190,6540.9252929688,0.0000000965,33.66
191,6540.0092773438,0.0000000945,33.65
192,6539.0156250000,0.0000000789,33.96
193,6540.8452148438,0.0000000869,33.55
194,6538.1318359375,0.0000000631,33.50
195,6538.4956054688,0.0000000510,33.42
196,6538.1201171875,0.0000000492,33.29
197,6537.3701171875,0.0000000369,33.41
198,6537.9111328125,0.0000000473,33.77
199,6537.2006835938,0.0000000368,33.45
